AccountNumber,PlanName,Rate,BillDate,UsageTime,UsageDuration
SA-0263-79-37,MV-R,1.5,28/03/2011,2011-03-17 19:28:41,579
SA-0012-71-76,MV-R,1.5,28/06/2011,2011-06-27 14:47:24,502
SA-0151-98-79,MV-R,1.5,28/01/2011,2011-01-21 20:16:34,168
SA-0080-84-93,MV-R,1.5,28/01/2011,2011-01-28 20:50:01,418
SA-0063-02-33,MV-R,1.5,28/08/2011,2011-08-02 20:44:10,549
SA-0414-86-48,MV-R,1.5,28/05/2012,2012-05-17 06:22:32,291
SA-0220-61-46,MV-R,1.5,28/01/2012,2012-01-12 06:55:10,510
SA-0343-60-69,MV-R,1.5,28/01/2012,2012-01-28 23:45:49,604
SA-0414-20-79,MV-R,1.5,28/11/2012,2012-11-04 03:01:59,97
SA-0361-84-31,MV-R,1.5,28/02/2011,2011-02-06 18:50:20,423
SA-0186-07-48,MV-R,1.5,28/04/2011,2011-04-24 14:38:01,871
SA-0185-59-07,MV-R,1.5,28/02/2012,2012-02-28 13:52:39,708
SA-0186-07-48,MV-R,1.5,28/07/2012,2012-07-04 17:30:45,906
SA-0303-06-26,MV-R,1.5,28/04/2012,2012-04-05 10:30:24,835
SA-0220-48-64,MV-R,1.5,28/05/2012,2012-05-26 10:34:33,379
SA-0005-14-91,MV-R,1.5,28/04/2011,2011-04-10 02:31:13,776
SA-0107-05-98,MV-R,1.5,28/07/2011,2011-07-06 11:39:03,81
SA-0107-05-98,MV-R,1.5,28/10/2012,2012-10-21 10:57:10,900
SA-0050-81-89,MV-R,1.5,28/09/2011,2011-09-26 21:24:55,387
SA-0009-04-02,MV-R,1.5,28/01/2011,2011-01-27 04:36:26,646
SA-0312-94-95,MV-R,1.5,28/07/2011,2011-07-26 12:50:31,561
SA-0021-95-06,MV-R,1.5,28/12/2011,2011-12-27 05:39:08,95
SA-0182-19-79,MV-R,1.5,28/10/2012,2012-10-24 18:00:46,946
SA-0133-16-62,MV-R,1.5,28/12/2012,2012-12-11 07:34:09,286
SA-0012-71-76,MV-R,1.5,28/02/2011,2011-02-20 01:03:02,74
SA-0092-93-02,MV-R,1.5,28/01/2011,2011-01-12 08:29:45,360
SA-0112-53-34,MV-R,1.5,28/11/2011,2011-11-05 00:20:14,116
SA-0220-61-46,MV-R,1.5,28/10/2011,2011-10-13 12:24:47,322
SA-0261-41-34,MV-R,1.5,28/06/2011,2011-06-26 21:36:43,469
SA-0114-12-73,MV-R,1.5,28/10/2012,2012-10-22 11:22:37,231
SA-0112-53-34,MV-R,1.5,28/06/2012,2012-06-28 15:24:46,745
SA-0107-05-98,MV-R,1.5,28/07/2012,2012-07-24 08:20:04,435
SA-0055-36-68,MV-R,1.5,28/12/2012,2012-12-11 03:47:41,314
SA-0114-12-73,MV-R,1.5,28/02/2012,2012-02-13 17:59:57,280
SA-0133-16-62,MV-R,1.5,28/07/2011,2011-07-15 16:44:52,489
SA-0343-60-69,MV-R,1.5,28/03/2011,2011-03-07 10:54:33,94
SA-0112-53-34,MV-R,1.5,28/11/2012,2012-11-20 14:04:48,797
SA-0155-74-77,MV-R,1.5,28/04/2012,2012-04-24 00:06:50,919
SA-0182-19-79,MV-R,1.5,28/07/2012,2012-07-27 06:45:14,991
SA-0151-98-79,MV-R,1.5,28/03/2011,2011-03-05 04:52:09,548
SA-0112-53-34,MV-R,1.5,28/01/2011,2011-01-14 10:54:59,99
SA-0186-07-48,MV-R,1.5,28/07/2012,2012-07-17 17:55:06,75
SA-0210-42-47,MV-R,1.5,28/09/2011,2011-09-21 17:59:54,450
SA-0033-12-88,MV-R,1.5,28/03/2011,2011-03-18 00:17:07,430
SA-0361-84-31,MV-R,1.5,28/03/2011,2011-03-16 23:25:03,551
SA-0290-06-89,MV-R,1.5,28/08/2011,2011-08-01 07:22:32,732
SA-0249-45-54,MV-R,1.5,28/11/2011,2011-11-20 07:49:14,968
SA-0378-80-96,MV-R,1.5,28/06/2011,2011-06-01 00:47:55,545
SA-0185-10-64,MV-R,1.5,28/06/2011,2011-06-21 23:22:15,290
SA-0133-16-62,MV-R,1.5,28/09/2011,2011-09-03 17:26:36,575
SA-0378-80-96,MV-R,1.5,28/12/2011,2011-12-08 07:38:21,710
SA-0220-61-46,MV-R,1.5,28/08/2012,2012-08-29 05:13:23,254
SA-0012-71-76,MV-R,1.5,28/07/2011,2011-07-14 05:38:43,424
SA-0092-93-02,MV-R,1.5,28/01/2011,2011-01-18 20:15:13,184
SA-0414-86-48,MV-R,1.5,28/04/2012,2012-04-21 16:00:09,205
SA-0339-42-22,MV-R,1.5,28/02/2011,2011-02-12 12:30:18,105
SA-0222-28-58,MV-R,1.5,28/09/2012,2012-09-28 02:18:23,755
SA-0145-41-01,MV-R,1.5,28/12/2011,2011-12-31 03:02:09,203
SA-0063-02-33,MV-R,1.5,28/03/2011,2011-03-08 11:50:27,354
SA-0021-95-06,MV-R,1.5,28/04/2011,2011-04-03 07:46:58,175
SA-0185-10-64,MV-R,1.5,28/06/2012,2012-06-07 07:36:25,783
SA-0144-10-84,MV-R,1.5,28/08/2012,2012-08-13 01:38:10,596
SA-0343-60-69,MV-R,1.5,28/04/2012,2012-04-29 00:03:23,957
SA-0021-95-06,MV-R,1.5,28/04/2011,2011-04-24 21:00:13,393
SA-0279-91-74,MV-R,1.5,28/06/2012,2012-06-19 19:18:33,951
SA-0343-60-69,MV-R,1.5,28/08/2012,2012-08-06 20:11:59,485
SA-0009-04-02,MV-R,1.5,28/04/2011,2011-04-15 21:49:13,759
SA-0037-94-05,MV-R,1.5,28/02/2012,2012-02-22 11:32:49,868
SA-0185-10-64,MV-R,1.5,28/12/2011,2011-12-06 06:17:30,249
SA-0202-82-34,MV-R,1.5,28/12/2012,2012-12-28 14:48:44,808
SA-0033-12-88,MV-R,1.5,28/02/2011,2011-02-25 05:23:04,560
SA-0249-45-54,MV-R,1.5,28/01/2012,2012-01-03 09:56:16,349
SA-0305-50-15,MV-R,1.5,28/06/2012,2012-06-19 17:27:11,780
SA-0263-79-37,MV-R,1.5,28/08/2012,2012-08-30 20:20:43,335
SA-0314-69-44,MV-R,1.5,28/03/2012,2012-03-09 09:07:58,526
SA-0012-71-76,MV-R,1.5,28/11/2012,2012-11-19 10:35:34,273
SA-0202-82-34,MV-R,1.5,28/05/2012,2012-05-06 07:00:52,894
SA-0144-10-84,MV-R,1.5,28/04/2012,2012-04-06 04:41:31,799
SA-0227-78-67,MV-R,1.5,28/11/2012,2012-11-19 02:42:24,458
SA-0305-50-15,MV-R,1.5,28/10/2012,2012-10-12 21:25:03,534
SA-0401-55-12,MV-R,1.5,28/06/2012,2012-06-28 06:31:50,341
SA-0186-07-48,MV-R,1.5,28/11/2012,2012-11-12 21:04:34,816
SA-0055-36-68,MV-R,1.5,28/08/2011,2011-08-13 09:26:33,358
SA-0227-78-67,MV-R,1.5,28/04/2011,2011-04-23 08:54:54,744
SA-0145-41-01,MV-R,1.5,28/07/2012,2012-07-13 21:46:20,587
SA-0335-96-08,MV-R,1.5,28/03/2011,2011-03-19 23:02:10,359
SA-0012-71-76,MV-R,1.5,28/05/2012,2012-05-02 10:15:47,458
SA-0114-12-73,MV-R,1.5,28/03/2011,2011-03-02 18:19:13,894
SA-0312-94-95,MV-R,1.5,28/11/2011,2011-11-18 13:36:37,617
SA-0279-91-74,MV-R,1.5,28/06/2011,2011-06-27 03:29:11,821
SA-0005-14-91,MV-R,1.5,28/05/2011,2011-05-07 11:23:19,845
SA-0182-19-79,MV-R,1.5,28/09/2011,2011-09-08 01:28:36,958
SA-0414-86-48,MV-R,1.5,28/08/2012,2012-08-06 14:31:37,516
SA-0187-35-19,MV-R,1.5,28/05/2012,2012-05-29 00:26:32,383
SA-0261-41-34,MV-R,1.5,28/02/2012,2012-02-19 09:51:08,369
SA-0112-53-34,MV-R,1.5,28/09/2011,2011-09-15 15:12:56,531
SA-0107-05-98,MV-R,1.5,28/08/2011,2011-08-04 17:03:41,80
SA-0182-19-79,MV-R,1.5,28/10/2011,2011-10-30 15:54:08,651
SA-0012-71-76,MV-R,1.5,28/02/2011,2011-02-08 03:11:51,306
SA-0210-42-47,MV-R,1.5,28/09/2011,2011-09-15 21:20:16,875
SA-0021-95-06,MV-R,1.5,28/07/2012,2012-07-16 19:58:55,400
SA-0227-78-67,MV-R,1.5,28/06/2011,2011-06-03 01:57:46,299
SA-0151-98-79,MV-R,1.5,28/01/2012,2012-01-06 21:55:16,427
SA-0151-98-79,MV-R,1.5,28/02/2011,2011-02-06 21:48:49,701
SA-0343-60-69,MV-R,1.5,28/06/2011,2011-06-08 15:19:27,286
SA-0202-82-34,MV-R,1.5,28/02/2011,2011-02-23 23:30:37,272
SA-0279-91-74,MV-R,1.5,28/02/2012,2012-02-24 20:19:51,771
SA-0252-71-33,MV-R,1.5,28/07/2011,2011-07-23 04:32:18,928
SA-0335-96-08,MV-R,1.5,28/08/2011,2011-08-09 22:26:51,919
SA-0378-80-96,MV-R,1.5,28/07/2011,2011-07-17 21:43:34,520
SA-0305-50-15,MV-R,1.5,28/12/2012,2012-12-28 07:36:51,883
SA-0227-78-67,MV-R,1.5,28/04/2012,2012-04-02 18:41:33,980
SA-0080-84-93,MV-R,1.5,28/07/2011,2011-07-30 15:58:33,474
SA-0401-55-12,MV-R,1.5,28/05/2012,2012-05-29 22:32:33,856
SA-0290-06-89,MV-R,1.5,28/02/2012,2012-02-06 07:02:38,363
SA-0186-07-48,MV-R,1.5,28/11/2012,2012-11-13 02:50:36,257
SA-0186-07-48,MV-R,1.5,28/08/2011,2011-08-31 15:58:43,642
SA-0182-19-79,MV-R,1.5,28/04/2012,2012-04-19 14:25:07,618
SA-0050-81-89,MV-R,1.5,28/11/2011,2011-11-24 02:41:26,341
SA-0138-33-52,MV-R,1.5,28/06/2011,2011-06-20 04:56:55,867
SA-0261-41-34,MV-R,1.5,28/01/2011,2011-01-16 15:04:26,169
SA-0361-84-31,MV-R,1.5,28/03/2012,2012-03-23 10:54:18,610
SA-0138-33-52,MV-R,1.5,28/12/2011,2011-12-31 11:45:41,302
SA-0033-12-88,MV-R,1.5,28/04/2012,2012-04-20 02:35:29,769
SA-0361-84-31,MV-R,1.5,28/03/2011,2011-03-14 03:13:06,114
SA-0055-36-68,MV-R,1.5,28/11/2012,2012-11-23 09:55:09,71
SA-0343-60-69,MV-R,1.5,28/05/2011,2011-05-24 13:04:43,426
SA-0151-98-79,MV-R,1.5,28/01/2012,2012-01-23 18:39:06,925
SA-0138-33-52,MV-R,1.5,28/10/2011,2011-10-10 05:42:25,648
SA-0343-60-69,MV-R,1.5,28/05/2012,2012-05-28 13:10:57,979
SA-0185-10-64,MV-R,1.5,28/08/2012,2012-08-08 05:00:55,512
SA-0210-42-47,MV-R,1.5,28/03/2012,2012-03-27 07:05:17,963
SA-0339-42-22,MV-R,1.5,28/04/2012,2012-04-13 17:02:54,231
SA-0155-74-77,MV-R,1.5,28/10/2011,2011-10-28 12:08:01,704
SA-0227-78-67,MV-R,1.5,28/02/2011,2011-02-14 09:32:08,499
SA-0290-06-89,MV-R,1.5,28/11/2012,2012-11-01 02:26:25,484
SA-0021-95-06,MV-R,1.5,28/12/2012,2012-12-16 22:50:03,342
SA-0080-84-93,MV-R,1.5,28/04/2011,2011-04-06 17:26:45,379
SA-0249-45-54,MV-R,1.5,28/07/2011,2011-07-13 17:50:55,919
SA-0263-79-37,MV-R,1.5,28/10/2011,2011-10-17 04:06:36,261
SA-0249-45-54,MV-R,1.5,28/11/2012,2012-11-11 17:43:59,743
SA-0186-07-48,MV-R,1.5,28/10/2011,2011-10-03 22:09:20,251
SA-0312-94-95,MV-R,1.5,28/10/2012,2012-10-30 17:14:20,908
SA-0222-28-58,MV-R,1.5,28/11/2012,2012-11-24 20:05:17,750
SA-0263-79-37,MV-R,1.5,28/04/2012,2012-04-01 02:18:10,836
SA-0114-12-73,MV-R,1.5,28/07/2011,2011-07-09 11:21:36,721
SA-0210-42-47,MV-R,1.5,28/07/2011,2011-07-14 05:25:39,615
SA-0222-28-58,MV-R,1.5,28/06/2011,2011-06-22 08:41:15,966
SA-0261-41-34,MV-R,1.5,28/08/2011,2011-08-10 16:19:17,983
SA-0290-06-89,MV-R,1.5,28/12/2011,2011-12-18 04:14:46,935
SA-0314-69-44,MV-R,1.5,28/11/2011,2011-11-17 22:38:11,655
SA-0050-81-89,MV-R,1.5,28/11/2011,2011-11-26 06:59:40,947
SA-0012-71-76,MV-R,1.5,28/11/2012,2012-11-29 04:52:59,948
SA-0312-94-95,MV-R,1.5,28/06/2011,2011-06-14 10:27:33,517
SA-0187-35-19,MV-R,1.5,28/05/2012,2012-05-18 21:16:22,623
SA-0033-12-88,MV-R,1.5,28/06/2011,2011-06-26 17:44:43,399
SA-0155-74-77,MV-R,1.5,28/01/2011,2011-01-24 05:23:46,400
SA-0185-59-07,MV-R,1.5,28/08/2011,2011-08-19 23:05:22,710
SA-0249-45-54,MV-R,1.5,28/05/2011,2011-05-30 01:52:56,246
SA-0202-82-34,MV-R,1.5,28/10/2012,2012-10-24 17:25:58,438
SA-0063-02-33,MV-R,1.5,28/06/2012,2012-06-16 02:22:51,471
SA-0210-42-47,MV-R,1.5,28/02/2011,2011-02-25 19:36:10,726
SA-0182-19-79,MV-R,1.5,28/09/2012,2012-09-10 16:23:56,731
SA-0107-05-98,MV-R,1.5,28/11/2012,2012-11-25 00:56:40,437
SA-0252-71-33,MV-R,1.5,28/01/2012,2012-01-06 05:10:37,961
SA-0037-94-05,MV-R,1.5,28/05/2011,2011-05-07 00:41:27,942
SA-0227-78-67,MV-R,1.5,28/01/2011,2011-01-25 13:23:27,813
SA-0220-61-46,MV-R,1.5,28/10/2011,2011-10-12 18:12:53,151
SA-0063-02-33,MV-R,1.5,28/10/2012,2012-10-03 20:20:22,857
SA-0182-19-79,MV-R,1.5,28/03/2012,2012-03-12 16:36:05,954
SA-0222-28-58,MV-R,1.5,28/11/2011,2011-11-08 12:43:39,503
SA-0107-05-98,MV-R,1.5,28/09/2012,2012-09-15 11:38:59,885
SA-0037-94-05,MV-R,1.5,28/11/2011,2011-11-12 20:11:45,103
SA-0080-84-93,MV-R,1.5,28/08/2011,2011-08-31 16:09:45,792
SA-0185-59-07,MV-R,1.5,28/11/2011,2011-11-15 21:50:36,74
SA-0414-20-79,MV-R,1.5,28/09/2011,2011-09-16 20:06:02,843
SA-0112-53-34,MV-R,1.5,28/04/2011,2011-04-25 14:31:20,748
SA-0312-94-95,MV-R,1.5,28/10/2012,2012-10-14 09:46:00,604
SA-0312-94-95,MV-R,1.5,28/06/2011,2011-06-28 14:56:56,981
SA-0080-84-93,MV-R,1.5,28/12/2011,2011-12-06 05:30:30,430
SA-0303-06-26,MV-R,1.5,28/08/2011,2011-08-27 08:13:09,712
SA-0147-43-82,MV-R,1.5,28/09/2011,2011-09-25 01:11:46,982
SA-0252-71-33,MV-R,1.5,28/11/2012,2012-11-20 04:33:00,366
SA-0182-19-79,MV-R,1.5,28/07/2012,2012-07-01 20:39:39,859
SA-0114-12-73,MV-R,1.5,28/03/2011,2011-03-16 08:41:28,376
SA-0414-20-79,MV-R,1.5,28/10/2011,2011-10-20 12:16:41,211
SA-0055-36-68,MV-R,1.5,28/02/2012,2012-02-19 11:52:13,533
SA-0182-19-79,MV-R,1.5,28/10/2011,2011-10-19 10:08:10,65
SA-0050-81-89,MV-R,1.5,28/06/2011,2011-06-09 12:34:54,74
SA-0182-19-79,MV-R,1.5,28/10/2012,2012-10-03 09:14:51,68
SA-0339-42-22,MV-R,1.5,28/08/2012,2012-08-19 06:53:13,210
SA-0378-80-96,MV-R,1.5,28/08/2011,2011-08-21 16:43:21,359
SA-0055-36-68,MV-R,1.5,28/09/2012,2012-09-04 10:35:35,605
SA-0339-42-22,MV-R,1.5,28/08/2011,2011-08-26 12:58:09,531
SA-0080-84-93,MV-R,1.5,28/08/2012,2012-08-09 19:28:29,747
SA-0050-81-89,MV-R,1.5,28/07/2011,2011-07-26 20:55:13,678
SA-0155-74-77,MV-R,1.5,28/09/2011,2011-09-23 22:59:26,647
SA-0186-07-48,MV-R,1.5,28/03/2012,2012-03-25 00:47:18,852
SA-0063-02-33,MV-R,1.5,28/12/2012,2012-12-28 02:23:56,810
SA-0185-59-07,MV-R,1.5,28/08/2011,2011-08-15 11:22:55,862
SA-0133-16-62,MV-R,1.5,28/04/2012,2012-04-02 05:55:05,267
SA-0227-78-67,MV-R,1.5,28/12/2012,2012-12-25 07:34:21,191
SA-0012-71-76,MV-R,1.5,28/10/2011,2011-10-29 02:52:23,97
SA-0249-45-54,MV-R,1.5,28/05/2011,2011-05-07 07:02:28,407
SA-0114-12-73,MV-R,1.5,28/07/2011,2011-07-17 02:34:37,699
SA-0092-93-02,MV-R,1.5,28/07/2011,2011-07-31 14:59:03,71
SA-0107-05-98,MV-R,1.5,28/10/2011,2011-10-25 22:08:41,786
SA-0151-98-79,MV-R,1.5,28/03/2012,2012-03-15 06:50:54,903
SA-0361-84-31,MV-R,1.5,28/06/2011,2011-06-17 08:14:47,651
SA-0263-79-37,MV-R,1.5,28/08/2012,2012-08-02 12:56:37,688
SA-0222-28-58,MV-R,1.5,28/07/2011,2011-07-15 20:31:06,602
SA-0050-81-89,MV-R,1.5,28/08/2011,2011-08-20 04:19:58,456
SA-0147-43-82,MV-R,1.5,28/01/2011,2011-01-15 12:04:07,84
SA-0114-12-73,MV-R,1.5,28/06/2011,2011-06-28 06:42:55,678
SA-0335-96-08,MV-R,1.5,28/06/2011,2011-06-13 12:17:26,779
SA-0033-12-88,MV-R,1.5,28/12/2011,2011-12-06 13:19:07,101
SA-0361-84-31,MV-R,1.5,28/09/2012,2012-09-14 11:32:25,207
SA-0080-84-93,MV-R,1.5,28/03/2011,2011-03-28 11:03:06,474
SA-0009-04-02,MV-R,1.5,28/04/2011,2011-04-10 06:58:17,926
SA-0005-14-91,MV-R,1.5,28/09/2012,2012-09-08 14:04:49,330
SA-0261-41-34,MV-R,1.5,28/04/2011,2011-04-12 08:13:06,400
SA-0182-19-79,MV-R,1.5,28/11/2012,2012-11-04 03:17:00,500
SA-0185-59-07,MV-R,1.5,28/09/2011,2011-09-22 21:30:52,448
SA-0187-35-19,MV-R,1.5,28/04/2012,2012-04-08 23:06:27,430
SA-0220-61-46,MV-R,1.5,28/10/2011,2011-10-18 18:17:05,597
SA-0261-41-34,MV-R,1.5,28/02/2011,2011-02-10 06:56:03,840
SA-0252-71-33,MV-R,1.5,28/05/2011,2011-05-24 17:48:55,828
SA-0414-86-48,MV-R,1.5,28/06/2012,2012-06-28 09:46:54,769
SA-0303-06-26,MV-R,1.5,28/08/2012,2012-08-25 04:26:25,548
SA-0092-93-02,MV-R,1.5,28/12/2011,2011-12-14 15:44:23,610
SA-0414-20-79,MV-R,1.5,28/05/2012,2012-05-17 20:18:23,801
SA-0220-48-64,MV-R,1.5,28/01/2011,2011-01-08 23:02:07,285
SA-0187-35-19,MV-R,1.5,28/09/2011,2011-09-16 01:14:17,278
SA-0021-95-06,MV-R,1.5,28/08/2012,2012-08-19 23:14:17,487
SA-0114-12-73,MV-R,1.5,28/02/2011,2011-02-10 09:36:51,365
SA-0303-06-26,MV-R,1.5,28/04/2012,2012-04-12 19:46:37,584
SA-0220-48-64,MV-R,1.5,28/12/2011,2011-12-12 04:45:33,535
SA-0361-84-31,MV-R,1.5,28/03/2011,2011-03-22 12:35:31,130
SA-0144-10-84,MV-R,1.5,28/07/2012,2012-07-19 12:06:34,98
SA-0414-86-48,MV-R,1.5,28/03/2011,2011-03-07 15:26:46,130
SA-0361-84-31,MV-R,1.5,28/05/2012,2012-05-18 23:13:54,801
SA-0339-42-22,MV-R,1.5,28/06/2011,2011-06-21 04:10:45,174
SA-0182-19-79,MV-R,1.5,28/01/2012,2012-01-21 20:23:55,94
SA-0414-20-79,MV-R,1.5,28/01/2012,2012-01-04 15:27:38,760
SA-0401-55-12,MV-R,1.5,28/06/2011,2011-06-06 17:02:33,310
SA-0037-94-05,MV-R,1.5,28/11/2011,2011-11-16 22:05:43,477
SA-0401-55-12,MV-R,1.5,28/07/2011,2011-07-29 11:31:27,588
SA-0155-74-77,MV-R,1.5,28/06/2011,2011-06-10 05:18:39,620
SA-0145-41-01,MV-R,1.5,28/05/2012,2012-05-20 10:18:12,474
SA-0186-07-48,MV-R,1.5,28/07/2011,2011-07-28 08:48:50,604
SA-0107-05-98,MV-R,1.5,28/04/2011,2011-04-24 16:38:56,696
SA-0401-55-12,MV-R,1.5,28/07/2011,2011-07-18 19:58:57,69
SA-0063-02-33,MV-R,1.5,28/04/2011,2011-04-28 02:50:52,968
SA-0021-95-06,MV-R,1.5,28/12/2011,2011-12-27 13:06:01,126
SA-0303-06-26,MV-R,1.5,28/06/2012,2012-06-24 01:57:03,127
SA-0220-48-64,MV-R,1.5,28/02/2012,2012-02-29 21:58:51,892
SA-0210-42-47,MV-R,1.5,28/02/2011,2011-02-01 14:58:23,734
SA-0335-96-08,MV-R,1.5,28/05/2011,2011-05-25 11:50:20,324
SA-0314-69-44,MV-R,1.5,28/11/2012,2012-11-01 11:15:57,619
SA-0335-96-08,MV-R,1.5,28/11/2011,2011-11-30 06:57:43,504
SA-0009-04-02,MV-R,1.5,28/02/2012,2012-02-12 15:06:11,238
SA-0186-07-48,MV-R,1.5,28/04/2011,2011-04-02 13:30:40,180
SA-0092-93-02,MV-R,1.5,28/08/2011,2011-08-15 09:16:59,892
SA-0005-14-91,MV-R,1.5,28/02/2012,2012-02-06 17:31:33,716
SA-0361-84-31,MV-R,1.5,28/04/2011,2011-04-22 06:19:59,624
SA-0145-41-01,MV-R,1.5,28/07/2011,2011-07-01 03:42:16,741
SA-0314-69-44,MV-R,1.5,28/08/2012,2012-08-17 12:10:31,572
SA-0182-19-79,MV-R,1.5,28/04/2012,2012-04-06 08:55:44,979
SA-0185-10-64,MV-R,1.5,28/05/2011,2011-05-23 16:56:11,815
SA-0114-12-73,MV-R,1.5,28/09/2011,2011-09-10 09:14:43,190
SA-0114-12-73,MV-R,1.5,28/04/2012,2012-04-20 15:41:22,127
SA-0050-81-89,MV-R,1.5,28/02/2011,2011-02-03 10:16:20,750
SA-0005-14-91,MV-R,1.5,28/12/2011,2011-12-29 16:28:59,633
SA-0343-60-69,MV-R,1.5,28/02/2011,2011-02-11 05:57:21,989
SA-0114-12-73,MV-R,1.5,28/06/2012,2012-06-04 19:44:05,751
SA-0012-71-76,MV-R,1.5,28/04/2011,2011-04-27 23:39:10,872
SA-0252-71-33,MV-R,1.5,28/10/2012,2012-10-01 18:16:47,138
SA-0147-43-82,MV-R,1.5,28/10/2012,2012-10-19 00:13:27,175
SA-0305-50-15,MV-R,1.5,28/08/2012,2012-08-31 07:23:21,636
SA-0092-93-02,MV-R,1.5,28/09/2012,2012-09-15 14:42:41,467
SA-0279-91-74,MV-R,1.5,28/07/2012,2012-07-11 06:30:24,457
SA-0279-91-74,MV-R,1.5,28/01/2012,2012-01-04 18:02:30,596
SA-0335-96-08,MV-R,1.5,28/12/2012,2012-12-11 02:05:43,921
SA-0080-84-93,MV-R,1.5,28/10/2011,2011-10-28 16:46:55,253
SA-0055-36-68,MV-R,1.5,28/10/2012,2012-10-21 06:05:20,359
SA-0378-80-96,MV-R,1.5,28/01/2012,2012-01-27 21:03:03,230
SA-0005-14-91,MV-R,1.5,28/07/2011,2011-07-30 17:56:53,313
SA-0185-59-07,MV-R,1.5,28/03/2012,2012-03-19 17:14:45,407
SA-0185-59-07,MV-R,1.5,28/11/2011,2011-11-19 02:31:04,265
SA-0080-84-93,MV-R,1.5,28/01/2011,2011-01-14 10:35:48,125
SA-0050-81-89,MV-R,1.5,28/05/2012,2012-05-14 10:14:36,458
SA-0414-86-48,MV-R,1.5,28/04/2012,2012-04-11 02:50:50,68
SA-0303-06-26,MV-R,1.5,28/08/2011,2011-08-07 13:19:22,943
SA-0335-96-08,MV-R,1.5,28/03/2012,2012-03-06 23:59:29,90
SA-0335-96-08,MV-R,1.5,28/10/2011,2011-10-14 16:02:49,968
SA-0261-41-34,MV-R,1.5,28/10/2012,2012-10-05 01:03:07,834
SA-0249-45-54,MV-R,1.5,28/06/2011,2011-06-07 06:37:59,883
SA-0303-06-26,MV-R,1.5,28/05/2012,2012-05-05 11:23:49,269
SA-0279-91-74,MV-R,1.5,28/05/2011,2011-05-22 13:07:00,447
SA-0005-14-91,MV-R,1.5,28/08/2011,2011-08-23 00:08:27,197
SA-0249-45-54,MV-R,1.5,28/01/2012,2012-01-21 02:24:49,423
SA-0263-79-37,MV-R,1.5,28/06/2012,2012-06-03 03:37:28,557
SA-0220-61-46,MV-R,1.5,28/01/2012,2012-01-12 13:40:42,764
SA-0187-35-19,MV-R,1.5,28/10/2012,2012-10-23 23:53:33,593
SA-0227-78-67,MV-R,1.5,28/02/2011,2011-02-27 17:06:15,117
SA-0305-50-15,MV-R,1.5,28/09/2012,2012-09-02 13:24:46,964
SA-0314-69-44,MV-R,1.5,28/04/2011,2011-04-30 09:28:41,602
SA-0378-80-96,MV-R,1.5,28/03/2011,2011-03-16 20:31:06,272
SA-0021-95-06,MV-R,1.5,28/09/2011,2011-09-07 09:23:01,899
SA-0185-59-07,MV-R,1.5,28/12/2011,2011-12-22 05:43:58,255
SA-0222-28-58,MV-R,1.5,28/03/2011,2011-03-26 01:36:43,824
SA-0414-86-48,MV-R,1.5,28/05/2011,2011-05-30 09:41:04,229
SA-0063-02-33,MV-R,1.5,28/06/2012,2012-06-13 11:57:39,291
SA-0092-93-02,MV-R,1.5,28/09/2011,2011-09-08 00:04:45,339
SA-0279-91-74,MV-R,1.5,28/09/2012,2012-09-17 15:08:16,457
SA-0155-74-77,MV-R,1.5,28/11/2012,2012-11-06 08:16:49,454
SA-0114-12-73,MV-R,1.5,28/07/2011,2011-07-16 05:19:43,109
SA-0343-60-69,MV-R,1.5,28/04/2011,2011-04-02 21:30:57,322
SA-0401-55-12,MV-R,1.5,28/03/2011,2011-03-03 12:08:53,506
SA-0210-42-47,MV-R,1.5,28/05/2011,2011-05-11 11:41:36,661
SA-0290-06-89,MV-R,1.5,28/05/2011,2011-05-04 09:58:15,995
SA-0305-50-15,MV-R,1.5,28/04/2012,2012-04-20 18:44:22,133
SA-0145-41-01,MV-R,1.5,28/06/2012,2012-06-04 22:12:50,929
SA-0107-05-98,MV-R,1.5,28/05/2011,2011-05-27 16:35:43,207
SA-0361-84-31,MV-R,1.5,28/02/2012,2012-02-27 04:30:32,636
SA-0290-06-89,MV-R,1.5,28/01/2012,2012-01-19 13:36:10,870
SA-0220-48-64,MV-R,1.5,28/02/2012,2012-02-17 18:43:06,882
SA-0114-12-73,MV-R,1.5,28/08/2011,2011-08-05 20:02:45,339
SA-0249-45-54,MV-R,1.5,28/12/2011,2011-12-12 07:04:29,637
SA-0012-71-76,MV-R,1.5,28/03/2011,2011-03-06 08:00:13,190
SA-0155-74-77,MV-R,1.5,28/08/2011,2011-08-18 19:03:10,626
SA-0005-14-91,MV-R,1.5,28/04/2011,2011-04-16 19:57:45,266
SA-0144-10-84,MV-R,1.5,28/08/2012,2012-08-09 10:08:48,359
SA-0335-96-08,MV-R,1.5,28/06/2012,2012-06-04 14:08:56,332
SA-0210-42-47,MV-R,1.5,28/08/2011,2011-08-05 14:31:02,522
SA-0335-96-08,MV-R,1.5,28/05/2012,2012-05-28 08:14:50,981
SA-0249-45-54,MV-R,1.5,28/02/2011,2011-02-28 12:19:47,683
SA-0263-79-37,MV-R,1.5,28/12/2011,2011-12-01 14:09:47,906
SA-0012-71-76,MV-R,1.5,28/11/2012,2012-11-22 20:47:48,809
SA-0182-19-79,MV-R,1.5,28/06/2011,2011-06-15 14:43:17,791
